"","GRP","variable","meanvar","sdvar"
"1","2015","EVENNESS",0.780083823277462,0.0964606482380884
"2","2015","Fis",-0.00114117647058824,0.126811119676192
"3","2015","Ho",0.811541176470588,0.141183821040264
"4","2015","Hs",0.820270588235294,0.148921219797188
"5","2015","Ht",0.820270588235294,0.148921219797188
"6","2015","N_ALLELES",12.1764705882353,6.4346260003753
"7","2015","SHANNON_IDX",2.04313589749964,0.679889461479549
"8","2015","SIMPSON_IDX",0.800938634184651,0.144824337645443
"9","2015","STODD_TAYLOR_IDX",7.69477532250237,4.89298156298707
"10","2016","EVENNESS",0.71770938662178,0.118767468220453
"11","2016","Fis",0.00191176470588235,0.0893469982872462
"12","2016","Ho",0.819782352941177,0.127309633547967
"13","2016","Hs",0.828076470588235,0.142662383485503
"14","2016","Ht",0.828076470588235,0.142662383485503
"15","2016","N_ALLELES",22.8235294117647,11.7432709142175
"16","2016","SHANNON_IDX",2.34353389955331,0.797127913299486
"17","2016","SIMPSON_IDX",0.825550568721017,0.142160898306303
"18","2016","STODD_TAYLOR_IDX",10.6258089251202,8.26841349514489
"19","2017","EVENNESS",0.740694431404392,0.119370238880994
"20","2017","Fis",0.0103823529411765,0.114610690138912
"21","2017","Ho",0.817323529411765,0.133536406690328
"22","2017","Hs",0.833470588235294,0.137361174302939
"23","2017","Ht",0.833470588235294,0.137361174302939
"24","2017","N_ALLELES",16.4705882352941,8.72580689004478
"25","2017","SHANNON_IDX",2.2357471146525,0.692806481358893
"26","2017","SIMPSON_IDX",0.824305681204236,0.13606093550209
"27","2017","STODD_TAYLOR_IDX",8.90380087594825,5.60925655672179
"28","adults","EVENNESS",0.748582708809935,0.101813578296642
"29","adults","Fis",-0.00091764705882353,0.0823807034087331
"30","adults","Ho",0.823335294117647,0.12826853638547
"31","adults","Hs",0.829982352941177,0.147577446766495
"32","adults","Ht",0.829982352941177,0.147577446766495
"33","adults","N_ALLELES",17.8235294117647,7.96268872710128
"34","adults","SHANNON_IDX",2.26465055622933,0.733814853541086
"35","adults","SIMPSON_IDX",0.823935137766116,0.146390798356859
"36","adults","STODD_TAYLOR_IDX",9.70257379243717,6.50788949093312
"37","ALL","EVENNESS",0.712677041366178,0.115149759351097
"38","ALL","Fis",2.35294117647057e-05,0.0909450832192962
"39","ALL","Ho",0.821823529411765,0.124919937006727
"40","ALL","Hs",0.828811764705882,0.140636623441197
"41","ALL","Ht",0.829941176470588,0.140355032234435
"42","ALL","N_ALLELES",25.4117647058824,12.062642867182
"43","ALL","SHANNON_IDX",2.35861960168029,0.79082621927245
"44","ALL","SIMPSON_IDX",0.827573417739418,0.142924500331726
"45","ALL","STODD_TAYLOR_IDX",10.5995793683887,7.98727560388937
"46","Atl","EVENNESS",0.712677041366178,0.115149759351097
"47","Atl","Fis",0.00371176470588235,0.0889019887457034
"48","Atl","Ho",0.818805882352941,0.126665669532969
"49","Atl","Hs",0.828941176470588,0.14317820215916
"50","Atl","Ht",0.828941176470588,0.14317820215916
"51","Atl","N_ALLELES",25.4117647058824,12.062642867182
"52","Atl","SHANNON_IDX",2.35861960168029,0.79082621927245
"53","Atl","SIMPSON_IDX",0.827573417739418,0.142924500331726
"54","Atl","STODD_TAYLOR_IDX",10.5995793683887,7.98727560388937
"55","Jam","EVENNESS",0.789079721091989,0.103685494822323
"56","Jam","Fis",-0.0242,0.0717126296408101
"57","Jam","Ho",0.851611764705882,0.127277982592989
"58","Jam","Hs",0.836835294117647,0.140727560116953
"59","Jam","Ht",0.836835294117647,0.140727560116953
"60","Jam","N_ALLELES",14.8235294117647,8.13353623983479
"61","Jam","SHANNON_IDX",2.20236604445338,0.743541281107323
"62","Jam","SIMPSON_IDX",0.822232213211768,0.137839388146282
"63","Jam","STODD_TAYLOR_IDX",9.64035408187284,6.91627596483986
"64","Jam_6","EVENNESS",0.789079721091989,0.103685494822323
"65","Jam_6","Fis",-0.0242,0.0717126296408101
"66","Jam_6","Ho",0.851611764705882,0.127277982592989
"67","Jam_6","Hs",0.836835294117647,0.140727560116953
